z,point_estimate,lower_ci,upper_ci
1.644854,0.277731295,0.260474933,0.332332986
1.959964,0.351465486,0.340915842,0.405648487
2.575829,0.522898379,0.504453615,0.576002514
3.290527,0.727198619,0.685958807,0.767176454
3.890592,0.857789323,0.812852517,0.874057027
