z,point_estimate,lower_ci,upper_ci
0.0,0.06424406426946572,0.03525972200356053,0.07315250674525273
0.1,0.07112859515471737,0.03729047297476325,0.0819787126568501
0.2,0.07861798410963772,0.039642227299639725,0.09158540459368503
0.3,0.08675457205795167,0.04238422346957875,0.10200326215211367
0.4,0.09558247965885558,0.04559912967890354,0.11325936366468395
0.5,0.10514740769663178,0.04938564974901231,0.12537658016752481
0.6,0.11549634886429638,0.053861377232013875,0.1383729844581041
0.7,0.12667719197339344,0.05916585580007847,0.15226128759484056
0.8,0.1387381979095451,0.06546364526652625,0.16704831550821525
0.9,0.1517273256346714,0.07294699948169897,0.18273453840053544
1.0,0.16569138662870686,0.08183780897305272,0.19931366528578637
1.1,0.18067500787983193,0.09238786133125558,0.21677231534917546
1.2,0.1967193874695491,0.10487652766057723,0.23508977678597462
1.3,0.21386083360151298,0.11960451983910661,0.25423786242065266
1.4,0.2321290882153091,0.13688225502216328,0.27418086973154565
1.5,0.251545450608618,0.15701121836757526,0.29487565094676277
1.6,0.27212073499298706,0.17940100295505906,0.31627179667815974
1.644854,0.28172609894379674,0.18989851054021004,0.3260817046627403
1.7,0.2938531184064114,0.2031410903577097,0.33831193417663696
1.8,0.31672596102235684,0.22801033694398204,0.36093213878683067
1.9,0.34070570791306876,0.2537567391884083,0.3840624546221086
1.959964,0.35559487216392727,0.26950456731323563,0.39815440788192796
2.0,0.3657400070754785,0.28011960431900007,0.4081095032500298
2.1,0.39175619941490203,0.30710585476605007,0.4347291681276675
2.2,0.4186603481216349,0.3354447482784194,0.46284627157779556
2.3,0.44633697300089203,0.36461348379603337,0.49263578205019726
2.4,0.47464963594489773,0.3937536553142498,0.5240553727453757
2.5,0.5034424845276975,0.42302022763585817,0.5562515331965372
2.575829,0.5254905953448267,0.4451351493169459,0.5809893570946985
2.6,0.5325428018331029,0.45215902352185744,0.5888827379223772
2.7,0.5617645355122556,0.48122841683380313,0.6209876929040047
2.8,0.5909126945747771,0.5103103226361579,0.6516641618159463
2.9,0.6197884183147393,0.5395954772429951,0.6812657044511674
3.0,0.6481944493840925,0.5690585533068429,0.7096105783043094
3.1,0.6759406932603604,0.5983573264465814,0.7370719161864571
3.2,0.7028495275229684,0.6272822580411089,0.7636943503848015
3.290527,0.7263527396341458,0.6526131788088665,0.7863989358411346
3.3,0.7287605403254312,0.6552288530310442,0.7886819091847298
3.4,0.753534426683855,0.6823963858019209,0.8115261493152923
3.5,0.7770558469264124,0.708445354042782,0.8322046524122955
3.6,0.7992351432083613,0.733049674864408,0.8509001858138461
3.7,0.8200089049795715,0.7566500748642806,0.8677874850195882
3.8,0.8393394608769328,0.7789650814649622,0.883028136898473
3.890592,0.8555938458804098,0.7982607280634114,0.8955362016280769
3.9,0.8572134434668596,0.8001572732245985,0.8967686492762881
4.0,0.8736396191409086,0.8197967509985327,0.9091405752549394
4.1,0.8886461968953434,0.8382313363565657,0.9202618004237574
4.2,0.9022778288486675,0.8552111597727016,0.9302383502905004
4.3,0.9145924967582133,0.8707695339429508,0.9391665362950685
4.4,0.9256584482616749,0.885039559297693,0.9471598749891855
4.5,0.9355513099122907,0.8980699079239964,0.9543178250607502
4.6,0.9443514663310415,0.9100480148708654,0.9607025138429337
4.7,0.9521417597501014,0.9210156602338049,0.9663621645900183
4.8,0.9590055342772181,0.9310416230625126,0.9713506075413375
4.9,0.9650250255226633,0.9399486402623304,0.9757327912257813
5.0,0.9702800789556477,0.947914608806054,0.9795526307534098
5.1,0.9748471689668708,0.9549695804099237,0.9828694509569105
5.2,0.978798684186176,0.9612870493733452,0.9857072826543971
5.3,0.9822024420617624,0.9669225095052786,0.9881156123791905
5.4,0.9851213959871621,0.9718799263026104,0.9901539782525712
5.5,0.9876135004206594,0.97619777977958,0.9918812567082889
