multiplier,point_estimate_2_0,lower_ci_2_0,upper_2_0,point_estimate_2_6,lower_ci_2_6,upper_2_6,point_estimate_3_3,lower_ci_3_3,upper_3_3
0.9,0.4030441057745773,0.3438245042597871,0.4154842106100479,0.5511640178433216,0.49975784500382714,0.5696379250469715,0.7160247162990898,0.6757926811244488,0.7543421341866748
1.0,0.43043375279521223,0.36702983883978524,0.4433835467656946,0.582965392131823,0.5300299226562643,0.6005223313987276,0.7467557511938274,0.7072192797311713,0.7829429053020666
1.1,0.45563970530889,0.38839915157214255,0.4689863353610928,0.6113297987854484,0.5571968598826542,0.6279833721467318,0.7729366201115617,0.7343782894191675,0.806894954661111
1.2,0.4788598934305258,0.40810942776312376,0.4925083477913199,0.6366947485780614,0.5816663980781825,0.6526331883060777,0.7953595892613277,0.7579246632346724,0.8270853007030617
1.3,0.5002793491487746,0.42632030273640104,0.5141500885327295,0.659442170330818,0.6037394124090775,0.6747486445258842,0.8146671936671304,0.7784327023001489,0.8442156376463283
1.4,0.5200681224549628,0.4431258089719828,0.5340948470061312,0.6799028995504975,0.6237465077977695,0.6945827984389968,0.8313804909761455,0.7962963590069382,0.8588421974545785
1.5,0.538380797446119,0.458685237762617,0.5525084362591302,0.6983623385680005,0.6418592924852761,0.7124354179788024,0.8459228599867417,0.8119709900701834,0.871407581180369
1.6,0.5553569179313582,0.4731308820304413,0.5695398683219145,0.7150662636070563,0.6583167110058625,0.7285581375608828,0.8586394245874034,0.8257720337437249,0.8822656751070312
1.7,0.5711218972623775,0.48652136047075456,0.5853225095215362,0.7302262843677061,0.6733502486086415,0.7432996627632182,0.8698126449328737,0.837966454249622,0.8917009665275503
1.8,0.5857881542102357,0.4989847710061207,0.5999754423747503,0.7440247480990687,0.6870334512294802,0.7567512636587782,0.8796747258770459,0.8488426759831976,0.8999434616075814
1.9,0.5994563213151474,0.5106158839991584,0.6136048743909042,0.7566190306593922,0.6996437563072078,0.769015121510671,0.8884174558865031,0.8585646913896561,0.9071802040901774
2.0,0.61221643722933,0.5214392884808512,0.6263055041371367,0.768145232430018,0.711296839759415,0.7802282881729767,0.8962000029837234,0.8673101959628203,0.9135641869675256
2.1,0.6241490747772284,0.5316052214115278,0.6381617976327293,0.7787213312549869,0.7220947165867063,0.7904937054758094,0.9031550993324281,0.875204888255265,0.9192212703898974
2.2,0.6353263810166982,0.5410799917240156,0.6492491538366492,0.7884498569167459,0.7321234860206222,0.7999148502223882,0.9093939594818772,0.8823552093829317,0.9242555746391401
2.3,0.6458130203309774,0.5499984415276443,0.6596349531184625,0.7974201526774072,0.7414585113360369,0.8086133422970682,0.915010204250236,0.8888517069725204,0.9287537043941132
2.4,0.6556670201933903,0.5583490342887786,0.6693794911942573,0.805710284994968,0.7501659804393249,0.8166669358964928,0.9200830030591981,0.8947717487239315,0.9327921176188371
2.5,0.6649405240464517,0.5662207659116585,0.6785368055927464,0.8133886558590805,0.7582578112676771,0.8241132029190052,0.9246796006598019,0.9001817215025851,0.9364341651743621
2.6,0.6736804581897375,0.5736200185564547,0.6871554038729257,0.8205153649660216,0.7657879475595664,0.8310129859194143,0.9288573575244469,0.9051388218429912,0.9397309932454934
2.7,0.681929120600735,0.5806088933917373,0.6952789035301887,0.8271433620098199,0.7727977242145935,0.8374197550824437,0.9326654046965612,0.9096925205592972,0.9427189028942734
2.8,0.6897246998011612,0.5871974827079999,0.7029465934160463,0.8333194230847989,0.7793512046217083,0.8433806330072607,0.9361459918339533,0.9138857662646496,0.9454476573920904
2.9,0.6971017315917865,0.5934375069845214,0.7101939259361069,0.8390849797035912,0.7854661221851968,0.8489372620255488,0.939335590119408,0.9177559787724757,0.9479575418063403
3.0,0.7040915009373414,0.5993310260846338,0.717052948512591,0.8444768242349172,0.7912046674770404,0.8541265399714921,0.9422657985033461,0.9213358726394631,0.9502682612739978
3.1,0.7107223956277586,0.6049322734026539,0.723552681939489,0.8495277115968242,0.7965835316780602,0.8589812459042486,0.9449640914999194,0.9246541427840075,0.9524134386159969
3.2,0.7170202176554263,0.6102263752095093,0.7297194524006456,0.8542668737187611,0.8016366116735856,0.8635305736077304,0.9474544387941822,0.9277360376197074,0.9544112436441146
3.3,0.7230084575779829,0.6152796620598274,0.7355771831076623,0.8587204605198373,0.806390324867085,0.8678005876488436,0.9497578207078733,0.930603840058283,0.9562586070918525
3.4,0.728708536508295,0.6200540469819272,0.7411476507675331,0.8629119188554082,0.810862100631087,0.8718146142621714,0.951892658712408,0.933277272738045,0.9579656506071779
3.5,0.7341400197999315,0.6246244339729145,0.7464507114180552,0.866862318983049,0.8150989735148921,0.8755935772568503,0.9538751763622286,0.9357738406773252,0.9595533828679522
3.6,0.7393208059818857,0.6289561481462737,0.7515044995731087,0.8705906365254961,0.8190744396242631,0.8791562874334308,0.9557197030143662,0.9381078629725159,0.9610300454370841
3.7,0.7442672940398771,0.6331003502092832,0.7563256040964305,0.8741139966056701,0.8228605069213053,0.8825196925902656,0.9574389303206743,0.9402809748964615,0.9624023989235319
3.8,0.7489945317400628,0.6370517352282917,0.7609292237657651,0.8774478857500667,0.826425860775713,0.885699094036811,0.9590441295893001,0.9423199572284426,0.9636889127561146
3.9,0.7535163473398452,0.6408218905897096,0.7653293050926565,0.8806063362622008,0.8298136115108911,0.8887083345708797,0.9605453366050597,0.944227564438685,0.964912432585612
4.0,0.7578454667246075,0.6444410620863237,0.7695386646198102,0.8836020870248911,0.8330352681887034,0.8915599620820306,0.9619515092922232,0.9460128709168678,0.9660628290540892
4.1,0.7619936177435458,0.6478815908812618,0.7735690976214348,0.8864467240722185,0.8360774138118569,0.8942653722841811,0.9632706626340984,0.9476962735821521,0.9671737969533649
4.2,0.7659716232874474,0.6511943792430785,0.7774314748761475,0.8891508037569845,0.8389905551433241,0.8968349335328922,0.9645099844822151,0.9492781262345724,0.9682156091572685
4.3,0.7697894844517991,0.6543579153617297,0.7811358289615313,0.8917239609094642,0.8417458493324008,0.8992780962268028,0.9656759352552335,0.950769286340388,0.9692200898493901
