z,point_estimate,lower_ci,upper_ci
1.644854,0.337201686,0.270762277,0.356753012
1.959964,0.412009938,0.354324034,0.434865628
2.575829,0.566144269,0.523176221,0.595058547
3.290527,0.733615552,0.705229097,0.781980619
3.890592,0.844899073,0.827203078,0.885142301
