z,point_estimate,lower_ci,upper_ci
1.644854,0.295622098,0.246518671,0.337352991
1.959964,0.37707707,0.326786934,0.411518968
2.575829,0.546581155,0.490934063,0.576221156
3.290527,0.723823877,0.671698516,0.766507115
3.890592,0.837740117,0.797202952,0.874605496
