z,point_estimate,lower_ci,upper_ci
1.644854,0.319396946,0.234116031,0.340191396
1.959964,0.394852205,0.313921112,0.414945521
2.575829,0.554817934,0.479653111,0.578938783
3.290527,0.731046617,0.667505504,0.775197629
3.890592,0.846176401,0.796850629,0.882413955
