"paper.id","meta.analysis.paper","meta.analysis.id","meta.analysis.year","study","study.year","eff.size.measure","grouped_es","eff.size","var.eff.size","se.eff.size","z","key","study2","dup"
7,"munguia-rosas.et.al.2011.ecoletts",20,2011,"munguia-rosas.et.al.2011.ecoletts34",2006,"z.r","Zr",-0.173726908,0.011627907,0.107832773311271,-1.611077065583,"7_munguia-rosas.et.al.2011.ecoletts34_2006","munguiarosasetal2011ecoletts34_2006",FALSE
7,"munguia-rosas.et.al.2011.ecoletts",20,2011,"munguia-rosas.et.al.2011.ecoletts38",2006,"z.r","Zr",-0.240533924,0.001552795,0.0394055199178998,-6.10406675260585,"7_munguia-rosas.et.al.2011.ecoletts38_2006","munguiarosasetal2011ecoletts38_2006",FALSE
7,"munguia-rosas.et.al.2011.ecoletts",20,2011,"munguia-rosas.et.al.2011.ecoletts78",2006,"z.r","Zr",-0.28088734,0.027027027,0.164398987223158,-1.70857098784142,"7_munguia-rosas.et.al.2011.ecoletts78_2006","munguiarosasetal2011ecoletts78_2006",FALSE
7,"munguia-rosas.et.al.2011.ecoletts",20,2011,"munguia-rosas.et.al.2011.ecoletts36",2007,"z.r","Zr",-0.810743125,0.037037037,0.19245008963365,-4.21274485526787,"7_munguia-rosas.et.al.2011.ecoletts36_2007","munguiarosasetal2011ecoletts36_2007",FALSE
7,"munguia-rosas.et.al.2011.ecoletts",20,2011,"munguia-rosas.et.al.2011.ecoletts36",2007,"z.r","Zr",-0.522984278,0.047619048,0.218217891108864,-2.39661503162037,"7_munguia-rosas.et.al.2011.ecoletts36_2007","munguiarosasetal2011ecoletts36_2007",FALSE
7,"munguia-rosas.et.al.2011.ecoletts",20,2011,"munguia-rosas.et.al.2011.ecoletts40",2007,"z.r","Zr",-0.0515372,0.00118624,0.0344418350266068,-1.49635465009883,"7_munguia-rosas.et.al.2011.ecoletts40_2007","munguiarosasetal2011ecoletts40_2007",FALSE
7,"munguia-rosas.et.al.2011.ecoletts",20,2011,"munguia-rosas.et.al.2011.ecoletts9",2007,"z.r","Zr",-0.313921041,0.041666667,0.204124146048428,-1.53789273379506,"7_munguia-rosas.et.al.2011.ecoletts9_2007","munguiarosasetal2011ecoletts9_2007",FALSE
7,"munguia-rosas.et.al.2011.ecoletts",20,2011,"munguia-rosas.et.al.2011.ecoletts45",2009,"z.r","Zr",0.02500521,0.058823529,0.242535624187458,0.103099122381598,"7_munguia-rosas.et.al.2011.ecoletts45_2009","munguiarosasetal2011ecoletts45_2009",FALSE
7,"munguia-rosas.et.al.2011.ecoletts",20,2011,"munguia-rosas.et.al.2011.ecoletts47",2009,"z.r","Zr",0.670030583,0.1,0.316227766016838,2.11882274425049,"7_munguia-rosas.et.al.2011.ecoletts47_2009","munguiarosasetal2011ecoletts47_2009",FALSE
7,"munguia-rosas.et.al.2011.ecoletts",20,2011,"munguia-rosas.et.al.2011.ecoletts49",2009,"z.r","Zr",-0.111459277,0.001745201,0.0417756029280249,-2.66804711812378,"7_munguia-rosas.et.al.2011.ecoletts49_2009","munguiarosasetal2011ecoletts49_2009",FALSE
7,"munguia-rosas.et.al.2011.ecoletts",20,2011,"munguia-rosas.et.al.2011.ecoletts53",2009,"z.r","Zr",-0.152167565,0.002298851,0.0479463345835738,-3.17370590101651,"7_munguia-rosas.et.al.2011.ecoletts53_2009","munguiarosasetal2011ecoletts53_2009",FALSE
